tripduration,startstationid,endstationid,bikeid
1500,242,310,14913
1982,174,366,16659
1054,519,293,19799
2219,488,369,17252
537,417,324,15803
842,377,417,20125
324,323,72,17247
3011,536,382,20340
494,260,417,19083
324,224,146,18394
1184,342,342,18302
934,435,146,14785
496,533,253,17557
1677,243,514,16738
1396,228,303,19735
295,239,270,18164
1291,153,72,15380
613,253,336,16816
466,316,152,16155
681,402,527,14948
4650,318,306,18349
226,380,285,15895
1530,346,363,14541
423,348,254,15696
637,465,514,19505
606,368,533,18829
1650,534,334,17102
1652,517,335,19047
837,532,473,15913
2138,359,310,18532
1450,347,383,16113
373,310,83,16817
1418,151,146,15445
489,377,380,15802
554,212,490,20278
361,2021,507,14984
409,402,2012,20275
2212,458,325,18158
222,352,238,18044
845,387,357,17916
1685,475,173,18808
1073,510,2008,15543
1327,304,387,15548
375,259,337,18797
1141,485,457,16775
421,510,318,19915
1300,472,152,17026
309,228,464,16042
1086,348,487,17089
1040,540,285,18505
254,257,248,17990
423,282,423,18194
1013,538,476,17151
236,258,426,20068
954,521,127,17646
443,465,380,15278
1539,538,334,17151
1105,487,368,19900
645,347,382,16113
1193,260,438,20281
609,357,347,17399
2055,485,517,15949
948,523,497,20166
873,318,488,15628
105,352,352,18597
951,330,380,20050
429,455,305,15859
2773,386,479,19063
2033,359,497,16046
694,151,435,17169
447,507,297,17213
2512,508,444,19307
406,540,435,19383
508,493,457,17979
757,334,462,15525
426,475,401,18677
233,390,310,15253
486,445,251,15024
305,405,247,17626
684,325,483,16238
442,342,265,15375
1210,485,482,15932
847,477,161,18717
366,497,252,18185
1054,268,337,16249
996,326,517,20619
837,388,449,17944
1545,477,519,19673
267,534,264,15311
826,510,521,16773
618,494,243,19925
1957,509,359,17005
1539,359,341,14729
207,518,501,16344
2100,476,382,18926
1814,305,362,18173
716,517,538,19742
936,402,401,18405
780,456,501,15404
306,379,509,19828
3390,314,348,20559
1262,229,314,19963
874,257,507,16783
821,516,473,15872
577,285,536,18427
581,327,461,16037
1112,294,426,18259
1415,434,446,16124
736,404,392,19922
781,540,336,19659
381,401,293,18941
1057,168,324,15742
344,401,439,17812
565,438,487,19049
393,513,499,15980
380,345,347,17293
430,320,412,14821
352,517,501,17650
553,469,2021,15967
6925,329,127,16493
1394,362,438,19923
1094,352,334,15317
2074,268,363,17762
532,519,290,19503
893,379,537,17886
618,352,479,16938
3807,509,363,19285
368,173,515,17458
851,488,305,18265
169,507,537,19366
1633,225,534,19096
934,388,476,18074
274,447,499,16266
1225,404,393,15923
1181,519,147,14970
1252,116,268,16769
1276,467,2000,19537
4520,497,432,14762
373,402,507,19297
751,520,529,17654
423,2004,483,16088
455,318,479,16483
955,237,380,15281
1151,523,164,18987
1757,151,480,15467
3148,518,387,19431
2250,116,480,15709
505,448,447,14833
1951,521,266,16120
945,510,490,15396
1005,390,312,16814
3308,332,536,19634
1000,476,518,15603
459,402,462,20047
433,521,285,16120
730,444,495,15068
642,385,468,19622
1581,330,477,18236
379,485,510,14645
663,445,472,14971
677,358,168,15026
337,260,465,16717
1403,455,465,19492
792,484,540,17192
1614,500,285,16575
959,499,379,17790
1907,309,528,17187
241,228,519,17868
621,532,307,15912
359,242,497,15968
471,217,398,16800
552,538,495,15287
1170,477,505,20241
812,521,488,14738
316,472,503,18350
602,489,448,15865
1247,519,268,19298
863,167,488,17019
951,276,304,18780
4592,348,476,15832
1937,492,489,17323
582,511,545,20579
297,337,195,17831
621,250,497,17342
1187,455,382,20025
2028,2004,271,17574
477,519,492,15660
988,79,432,16059
926,167,410,16142
842,537,168,14839
1393,363,357,16997
405,295,408,15336
166,473,323,15354
2702,387,430,20187
384,367,223,17695
1796,473,335,15354
711,538,485,18030
1407,450,426,18588
443,477,494,20589
1830,500,345,16922
1199,337,405,20137
337,488,477,14806
603,519,546,18500
152,337,259,20571
1158,510,479,16733
1170,302,475,16291
559,274,366,18371
683,402,151,18742
1309,164,465,18837
743,519,442,19037
1947,360,326,16956
427,514,515,18746
902,151,486,15746
1149,419,363,17821
1706,475,457,19042
588,284,488,18444
2031,519,330,17475
416,402,469,16767
846,472,305,19898
356,432,297,15285
2042,195,449,19241
1667,510,387,14825
1248,2000,365,18474
1989,377,484,16904
1862,510,426,15324
937,520,477,16736
513,504,293,14575
366,498,519,15949
696,487,486,18348
252,358,385,20568
540,459,465,17391
1428,195,161,15546
824,153,325,16236
393,151,285,20373
129,285,362,18495
1331,116,303,20085
1090,323,518,15491
676,386,367,18363
773,346,247,18385
287,356,301,20243
877,318,342,14535
1015,387,326,19056
740,472,79,17219
220,351,304,17662
1950,330,523,18662
2816,224,264,18247
1388,347,450,16968
2231,455,285,17368
872,455,480,14721
1323,380,385,17948
321,490,488,16732
703,518,297,19226
2596,482,435,16576
787,450,322,18423
1923,377,484,18591
423,435,469,16427
1065,477,461,15059
561,72,476,17247
2626,457,434,16391
667,482,404,18972
1913,377,484,15673
460,285,317,15483
958,510,127,19941
570,257,408,15534
425,510,164,15984
582,383,173,19563
2136,128,483,19213
274,524,173,19075
1887,433,428,15883
932,540,361,16818
858,327,387,15842
1328,260,519,15819
289,538,486,14905
380,499,511,16400
1109,489,518,16667
421,510,515,19386
786,368,459,16223
819,521,520,14744
492,445,342,15030
1011,469,2006,19641
688,500,448,15339
835,250,356,18622
845,267,487,14994
553,474,382,17464
2372,319,515,19085
562,352,493,15022
257,195,534,20064
685,386,320,15362
684,284,285,18459
434,212,521,17211
908,358,514,18775
2226,147,514,17983
483,538,499,19320
520,519,469,18375
395,469,492,15953
1357,254,352,15270
333,304,417,17154
2459,268,511,17711
1720,518,212,19728
1211,474,447,15889
1596,524,284,20121
365,490,515,17046
497,168,545,15960
878,260,195,15593
1002,402,410,16394
911,394,350,15899
3143,405,284,19397
810,522,335,15476
6934,515,478,17458
911,534,2004,19855
1268,248,2002,17990
649,500,516,17224
1821,485,330,16751
2447,387,430,15154
343,519,501,15264
482,325,428,15985
1052,475,523,18877
1050,513,469,17217
885,2012,307,19483
432,490,458,14900
652,497,317,16274
2770,2008,498,18070
1230,249,515,16466
440,488,519,19482
1130,243,394,14877
857,538,522,17827
1144,520,488,19982
967,345,475,17045
778,290,528,19330
1651,260,262,15744
2471,524,433,19844
998,514,509,19387
2943,503,285,16145
998,533,439,15822
350,476,482,19071
2753,2006,281,20261
1579,417,499,15225
245,367,520,16029
539,487,487,18815
270,402,334,16031
838,260,417,15489
1216,279,417,14796
1069,485,529,15814
400,519,527,19673
1554,375,340,17344
612,157,271,19831
887,329,427,16792
765,510,490,14740
216,417,195,14811
1854,519,499,14795
848,168,394,18210
169,318,524,19915
913,475,477,18569
1097,360,439,19280
1092,376,314,20087
727,468,318,15058
1833,415,250,17782
551,267,284,15905
1601,433,376,16245
907,348,168,16654
367,377,268,20080
154,350,307,19328
1236,508,426,16959
1413,347,477,15497
734,510,505,15234
748,444,161,17002
778,540,434,20069
2908,323,489,20621
1355,257,490,16101
312,528,537,15062
1073,280,498,18127
2161,318,329,18306
855,444,439,18985
1861,2006,2006,20155
650,368,459,18811
260,161,254,15615
2926,477,2006,15119
1700,509,268,18402
162,361,350,17897
1121,268,318,15793
1160,538,515,16017
568,367,500,18295
347,327,330,16672
2314,253,410,18115
1922,538,469,18361
554,444,380,19763
1399,488,428,14618
1507,545,318,19724
1468,260,532,19658
2434,268,447,15793
898,168,428,14776
1167,505,401,16241
1778,519,225,17632
700,444,237,15568
2295,357,369,15279
1544,414,518,15936
986,318,422,17310
1074,347,351,18509
866,465,223,16900
531,500,490,19740
1408,534,326,16132
658,359,490,16728
551,228,2003,19652
714,490,507,14797
863,523,499,17896
976,538,440,19752
1505,457,497,16691
205,146,248,20271
814,519,476,16130
83,362,362,19826
697,474,153,17599
1099,412,391,14533
476,127,434,19240
840,422,426,20549
1154,2004,225,20008
382,546,444,18974
1075,472,127,15647
846,375,368,17179
746,522,515,15414
871,327,127,19368
644,173,469,18906
315,325,462,20575
1490,546,497,18974
121,161,375,16819
507,417,355,20125
1598,327,508,19607
2066,386,447,17463
3240,501,496,19020
368,347,375,17793
1395,2006,472,14830
695,458,334,18914
283,264,328,19810
565,382,507,16232
1491,472,167,15381
1076,524,475,15520
803,523,540,15123
699,497,161,18436
771,323,442,14968
1793,500,308,16066
1572,469,147,16767
664,444,488,17052
758,500,505,18921
3959,386,478,16308
812,505,528,19245
1042,375,523,16515
1677,296,306,19281
1445,448,147,19238
875,538,521,16011
1139,435,529,19169
1958,195,505,16502
2584,362,532,18171
1031,521,311,18919
1341,475,224,16067
1328,510,545,20527
1054,455,453,19361
917,324,373,17754
736,450,434,16212
1143,305,487,20145
589,484,499,15945
296,359,507,15211
1433,164,490,18053
455,518,461,15967
849,459,449,17982
503,510,480,16038
2651,523,380,15533
1429,448,523,15865
4121,444,426,17613
2261,492,532,19944
324,334,462,15465
242,546,528,18989
1097,546,303,18552
367,352,423,15610
822,330,335,16626
1041,486,212,14905
1040,510,488,18633
1012,236,285,18990
279,529,478,18522
1160,375,328,19222
207,168,253,15151
2702,337,518,18696
252,447,479,16874
1061,233,412,14581
494,336,168,17145
778,519,499,20123
1877,524,442,15705
2794,482,497,18972
326,414,391,19853
563,173,488,16159
488,524,492,18961
938,356,251,17256
3489,538,284,19742
389,320,348,16908
888,237,303,20522
875,489,127,16526
1379,330,478,16799
1533,337,528,18241
262,304,363,16829
860,352,505,20219
2089,173,229,17243
950,380,153,19668
420,337,402,18033
407,466,497,20264
524,509,540,16821
2078,519,2021,15603
306,414,391,16929
350,304,316,19906
1366,330,348,20052
1575,334,463,16031
501,173,490,20306
585,519,167,15841
829,257,486,17647
1113,2000,389,17503
363,217,430,16220
1827,152,467,18894
1324,303,368,19806
1251,388,447,17969
461,497,463,15249
1264,359,487,15527
2136,455,517,20263
556,306,363,16719
1440,505,537,15255
1685,500,327,19114
510,290,528,14906
2643,329,395,17285
1082,82,459,19558
333,428,323,14860
313,228,538,16485
467,519,507,14646
395,334,521,15961
897,359,490,16973
709,521,161,17076
1798,319,487,14988
1073,82,236,15954
11063,524,466,19919
323,324,308,15803
954,128,336,18652
423,377,254,16641
530,335,242,19962
441,128,382,18652
702,538,290,20311
325,509,223,19744
1061,2006,488,17421
577,459,512,19438
233,469,490,16427
626,496,404,15993
180,497,285,16708
600,289,526,15444
877,461,127,19615
593,415,350,15853
1408,523,324,15624
492,537,284,15136
2171,248,515,20271
343,388,334,18000
693,327,369,15139
1993,401,164,15350
1120,466,459,18378
1793,212,318,16613
845,523,488,14833
2017,520,512,17195
1783,127,517,17899
1224,518,3002,15782
1848,463,377,15575
784,2000,310,19058
1446,531,354,14934
659,527,293,14948
532,469,524,18375
1146,538,461,15084
548,257,127,18719
1942,327,281,16765
679,359,477,14887
2340,305,375,19099
308,160,540,14759
3230,439,312,16901
320,497,357,16864
383,250,237,18508
2454,523,489,14833
903,212,478,19726
2236,304,326,19354
3034,367,540,20030
1324,116,332,14890
1230,195,537,19606
687,386,386,15510
393,492,489,16148
1179,380,312,15278
1132,484,438,16204
1043,464,428,15291
1329,523,358,15021
1044,297,290,18398
970,488,540,14738
2130,524,233,19439
229,524,318,19248
188,369,294,18968
1966,367,127,17476
491,376,224,16965
1001,317,356,18275
1075,305,379,18265
1458,528,2008,18358
432,330,327,16672
656,285,150,16646
2220,352,468,15064
648,363,303,20547
382,476,334,17283
226,394,317,17418
1204,516,294,18330
623,442,252,18859
664,457,515,20234
727,434,380,17513
3129,444,458,19523
797,363,238,15959
596,453,380,14909
868,116,284,15829
726,444,439,17698
1399,319,237,19001
2765,402,379,15221
1170,330,348,18299
710,398,274,15703
524,249,151,19290
251,147,79,14720
558,453,380,17953
1449,442,264,19037
438,521,434,17168
623,367,2006,18620
2733,402,379,15221
542,257,265,18105
576,318,521,16011
1143,330,348,20199
1998,497,432,18436
1228,289,289,20173
2315,496,505,15700
268,334,494,16045
882,513,318,14908
1016,493,405,15022
904,304,161,15880
280,519,455,17868
301,228,538,18342
505,528,487,15791
1811,173,173,19563
307,304,376,17967
446,483,511,17385
802,368,317,17104
992,249,428,16190
2434,328,347,19810
1255,347,497,14532
1132,319,349,17436
441,267,540,18472
819,285,442,18505
3845,475,487,19364
709,382,528,14767
2848,461,428,19679
898,450,463,18261
577,251,223,16794
671,147,127,18657
1143,253,319,16171
373,301,356,20243
926,522,326,15839
955,376,406,15627
942,351,342,15815
1129,510,116,15459
1570,376,174,19435
984,430,397,18887
711,509,488,19828
30900,382,438,20318
191,260,360,15719
3115,160,325,17354
840,444,519,18981
453,484,477,19367
539,151,358,18034
676,305,513,16620
317,294,483,16364
457,490,463,16270
581,500,318,20212
1757,518,2021,15603
1027,146,323,19090
1040,463,489,20073
960,2004,2006,18872
1026,195,247,17831
993,305,492,18492
428,304,337,15863
1571,458,116,19170
2197,329,375,19911
889,236,489,20271
703,444,448,16979
1047,439,461,16131
1233,470,457,16972
561,229,445,19453
1314,458,312,15332
1360,521,281,19529
2670,521,498,16055
5429,519,450,17097
3870,252,480,18185
1210,309,445,16850
675,351,361,17291
567,507,496,14984
1004,330,348,18867
446,472,476,14971
1193,348,72,17050
1856,127,499,19851
1488,309,448,19880
558,327,534,19701
963,459,369,20380
1036,514,447,16116
1347,306,496,16670
3662,386,127,17512
281,367,516,19203
1042,480,521,19980
585,476,2021,15723
888,415,285,15646
875,368,512,20225
1106,538,247,16485
683,265,382,17865
502,305,517,15859
553,405,521,17602
247,363,327,17983
1020,359,477,16391
534,153,379,15038
1350,318,463,19248
1032,519,515,16083
1465,486,293,18348
1276,524,461,20323
181,410,150,16142
286,327,363,17756
2928,509,305,17205
2013,212,505,16613
586,285,516,15895
1112,469,477,17852
588,153,501,16172
699,492,160,18804
2749,488,367,18367
1115,316,251,19142
1014,161,435,19202
1791,264,536,15311
501,492,442,15660
887,285,496,20373
656,514,512,17498
969,161,293,20612
2057,368,387,16464
2061,368,387,16734
461,474,453,18271
842,538,505,18206
358,458,509,14900
385,500,513,15081
741,285,496,20373
586,127,388,17646
750,507,459,17802
858,527,290,20246
1237,357,545,17374
601,2009,319,16373
5703,237,237,17311
2104,517,537,19131
227,386,82,17295
1416,243,79,19380
2158,455,363,16260
431,334,496,18000
547,347,168,17012
2125,519,389,16669
338,327,249,17435
2208,448,427,15907
420,167,527,17952
482,285,521,15348
1184,251,546,15897
653,359,498,18296
1192,347,358,17866
113,459,459,17543
528,469,448,17637
1109,497,281,20166
535,304,408,17785
423,268,458,16658
644,324,2004,15742
778,497,360,18854
400,345,297,15417
2328,415,450,17306
769,469,478,18906
875,368,327,18025
721,347,388,16154
593,501,433,16806
1090,195,346,15593
1039,268,317,16752
224,334,324,15317
885,505,346,20241
851,249,316,15757
3194,458,459,15361
736,341,419,15545
1195,386,233,18362
617,243,478,19925
153,324,241,16248
538,267,318,17861
707,518,486,15491
2533,337,521,16249
612,428,268,15985
1292,500,523,15612
171,474,472,19462
1811,484,369,15966
651,369,312,20355
346,360,330,16835
540,237,311,18526
189,143,398,19132
504,285,251,18459
910,448,284,15339
1180,537,488,18382
588,296,291,15592
385,475,334,18724
527,297,428,17213
1159,534,351,16298
547,318,515,15058
301,309,146,20208
853,521,466,19337
323,517,537,16830
874,505,284,15234
477,146,360,18394
470,419,439,18272
946,173,488,16242
391,444,474,18175
1117,538,284,18342
881,293,490,19110
950,260,330,16076
1416,72,72,18410
576,501,485,14792
264,528,546,17239
1142,509,438,16209
465,377,293,17911
668,477,509,19973
1826,116,326,15066
1065,268,473,17879
959,249,350,16695
456,225,358,20255
1607,475,229,16291
4467,281,285,19772
63,455,455,17284
752,151,511,19019
2340,496,388,17559
635,252,540,19081
552,456,455,20598
468,477,318,18346
1347,164,346,15984
1841,546,546,19221
1119,342,342,18302
695,414,274,17238
744,496,435,15987
1155,385,488,17671
654,195,291,14811
576,533,446,15644
2324,128,128,15094
2705,459,448,19234
734,267,280,16822
614,477,546,15191
1775,472,314,19947
267,314,407,17949
553,447,478,17277
816,304,2004,19347
3241,519,505,16912
769,228,449,15532
515,489,527,16404
760,447,337,18705
612,486,501,20565
1083,501,332,17326
758,3002,497,17116
1154,417,446,15489
243,319,320,19013
1281,456,479,16637
1732,323,479,19373
1601,360,519,19411
834,510,497,16753
1022,458,406,18793
1035,281,484,16724
784,327,368,19124
592,519,507,16912
1029,153,511,15304
408,264,422,20141
2282,259,347,20564
1682,257,508,20075
1277,463,487,19614
127,484,318,20381
2141,450,380,17894
335,453,285,20092
876,495,367,15529
513,461,503,15106
1042,422,499,16924
872,459,433,19460
1532,346,511,20089
623,375,382,19777
2085,345,391,20111
595,316,304,19906
1407,489,128,16148
460,447,499,17384
1137,337,303,17545
490,477,423,20379
2218,304,477,19549
873,486,505,16309
190,468,500,19616
1484,537,488,18830
2247,360,388,17560
217,449,480,18889
790,330,483,17567
1990,249,481,18031
596,367,507,17751
429,450,478,20240
568,419,519,20289
221,537,402,15962
305,252,284,16410
565,444,448,17692
180,345,223,19301
739,521,514,14558
380,297,439,16469
909,361,303,15764
813,537,438,16271
424,546,439,19076
2370,448,532,17028
645,500,442,20555
869,428,532,14776
3289,480,447,16038
987,488,462,18444
577,537,519,17687
2672,438,509,17630
2295,352,363,18078
1231,362,236,16706
1439,304,334,14868
327,406,394,20595
926,546,305,18500
3127,360,504,19510
1416,522,432,18439
230,463,223,19904
171,509,434,15629
1962,537,471,17212
875,327,358,20604
1497,410,412,16394
229,487,487,15245
368,404,167,20358
738,503,503,17846
710,419,401,19494
4366,440,463,19752
674,351,291,16980
1705,305,301,19699
757,308,342,15165
1302,426,304,18491
1994,377,462,15870
490,327,304,16981
738,423,448,15610
1453,352,499,19345
397,474,497,17734
1742,516,265,16118
729,153,501,18294
790,524,479,18493
1966,427,2012,15323
109,303,303,19515
472,252,83,14548
1109,327,331,15219
655,433,379,19363
867,484,494,19888
899,538,342,16347
1967,442,467,14968
1427,488,280,17019
